bookkeeping,category,child_dialect_count,child_family_count,child_language_count,description,family_pk,father_pk,hid,id,jsondata,latitude,level,longitude,macroareas,markup_description,name,newick,pk
False,Spoken L1 Language,4,0,0,,7,442,bwo,boro1277,"{""meds"": [[""66252"", ""long_grammar"", 1993, 440, ""Lamberti, Marcello 1993""], [""12571"", ""grammar_sketch"", 1990, 25, ""Rottland, Franz 1990""], [""32840"", ""grammar_sketch"", 1950, 19, ""Plazikowsky-Brauner, Herma 1950""], [""66925"", ""grammar_sketch"", 1901, 16, ""Crosby, Oscar T. 1901""], [""40770"", ""wordlist_or_less"", 1883, 6, ""Kan, C. M. 1883""]], ""links"": [{""label"": ""Bor\u00f3"", ""url"": ""http://endangeredlanguages.com/lang/3605""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q56260""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Shinasha_language""}, {""label"": null, ""url"": ""https://phoible.org/languages/boro1277""}, {""label"": ""Shinassha"", ""url"": ""https://wals.info/languoid/lect/wals_code_ssh""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",10.6596,language,35.345,Africa,,Boro (Ethiopia),"('Amuru [amur1243]':1,'Gamila [gami1244]':1,'Guba {Ethiopia} [guba1244]':1,'Wembera [wemb1240]':1)'Boro {Ethiopia} [boro1277][bwo]-l-':1",1931
False,Spoken L1 Language,2,0,0,,146,11456,ksr,boro1279,"{""meds"": [[""304356"", ""grammar_sketch"", 2000, 24, ""Olkkonen, Kaija and Soini Olkkonen 2000""], [""47416"", ""wordlist_or_less"", 1967, 2, ""Kenneth A. McElhanon 1967""]], ""links"": [{""label"": null, ""url"": ""http://crubadan.org/languages/ksr""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Borong_language""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q4946263""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-6.56688,language,147.511,Papunesia,,Borong,"('Kosorong [koso1245]':1,'Yangeborong [yang1299]':1)'Borong [boro1279][ksr]-l-':1",14314
False,Spoken L1 Language,0,0,0,,76,568,bor,boro1282,"{""meds"": [[""91012"", ""grammar"", 1979, 277, ""Thomas H. Crowell 1979""], [""20482"", ""grammar"", 1926, 0, ""Colbacchini, Antonio 1926""], [""11065"", ""grammar"", 1908, 0, ""MISS\u00c3O SALESIANA 1908""], [""19379"", ""wordlist_or_less"", 1894, 37, ""Karl von den Steinen 1894""], [""49657"", ""wordlist_or_less"", 1891, 11, ""Ximeno de Villeroy, A. 1891""], [""79048"", ""wordlist_or_less"", 1867, 3, ""von Martius, Carl Friedrich Philip 1867""], [""54846"", ""wordlist_or_less"", 1862, 1, ""Latham, Robert Gordon 1862""], [""68225"", ""wordlist_or_less"", 1851, 0, ""de Castelnau, Francis 1851""], [""121928"", ""wordlist_or_less"", 1839, 0, ""d'Orbigny, Alcide Dessalines 1839""]], ""links"": [{""label"": ""Bororo"", ""url"": ""http://endangeredlanguages.com/lang/3952""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q32986""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Bororo_language""}, {""label"": null, ""url"": ""https://phoible.org/languages/boro1282""}, {""label"": ""Bororo"", ""url"": ""https://wals.info/languoid/lect/wals_code_brr""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-16.6029,language,-55.2004,South America,,Bororo,'Bororo [boro1282][bor]-l-':1,2151
False,Spoken L1 Language,0,0,0,,70,3832,xxb,boro1283,"{""meds"": [[""79179"", ""phonology_or_text"", 1899, 5, ""Seidel, August 1899""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q16844787""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Boro_language_(Ghana)""}], ""ethnologue_comment"": {""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23""], ""comment"": ""Boro, an extinct language Na-Togo language of Togo, is missing from E16/E17/E18/E19/E20/E21/E22/E23 (**hh:w:Westermann:Boro**, **hh:hwtyp:Seidel:Togo**)."", ""isohid"": ""xxb""}, ""iso_retirement"": null}",7.496728,language,0.362291,Africa,,Boro,'Boro [boro1283][xxb]-l-':1,5777
False,Spoken L1 Language,2,0,0,,70,5744,mae,boru1244,"{""meds"": [[""63635"", ""grammar_sketch"", 1998, 9, ""Nettle, Daniel 1998""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q34967""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Barkul_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",8.9352,language,8.90506,Africa,,Bo-Rukul,"('Bo [booo1255]':1,'Rukul [ruku1239]':1)'Bo-Rukul [boru1244][mae]-l-':1",8269
False,Spoken L1 Language,0,0,0,,98,3886,brn,boru1252,"{""meds"": [[""576239"", ""grammar"", 2018, 226, ""Quesada Pacheco, Miguel \u00c1ngel 2018""], [""35513"", ""grammar_sketch"", 1941, 97, ""Henry Pittier 1941""], [""64476"", ""wordlist_or_less"", 1882, 46, ""Thiel, Bernardo Augusto 1882""], [""94560"", ""wordlist_or_less"", 1875, 24, ""William M. Gabb 1875""]], ""links"": [{""label"": ""Boruca"", ""url"": ""http://endangeredlanguages.com/lang/2596""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q4946773""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Boruca_language""}, {""label"": ""Boruca"", ""url"": ""https://wals.info/languoid/lect/wals_code_brc""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",8.88093,language,-83.2124,North America,,Boruca,'Boruca [boru1252][brn]-l-':1,5818
False,Spoken L1 Language,0,0,0,,208,21442,bwf,bose1237,"{""meds"": [[""98107"", ""wordlist_or_less"", 1988, 2, ""Malcolm Ross 1988""]], ""links"": [{""label"": ""Boselewa"", ""url"": ""http://endangeredlanguages.com/lang/2121""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q4947229""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Boselewa_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-9.44763,language,150.693,Papunesia,,Boselewa,'Boselewa [bose1237][bwf]-l-':1,22712
False,Spoken L1 Language,0,0,0,,9,5347,bqs,bosn1248,"{""meds"": [[""306728"", ""wordlist_or_less"", 1972, 10, ""John A. Z'graggen 1972""], [""40621"", ""wordlist_or_less"", 1951, 2, ""Arthur Capell 1951-1952""]], ""links"": [{""label"": ""Bosmun"", ""url"": ""http://endangeredlanguages.com/lang/10649""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q56838""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Bosmun_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-4.16201,language,144.647,Papunesia,,Bosngun,'Bosngun [bosn1248][bqs]-l-':1,7719
False,Spoken L1 Language,0,0,0,,180,8846,bmj,bote1238,"{""meds"": [[""477561"", ""grammar_sketch"", 2011, 10, ""Prasain, B. and T. Poudel and Yogendra P. Yadava 2011""], [""477932"", ""grammar_sketch"", 1985, 0, ""Sharma, P. H. 1985""], [""146631"", ""wordlist_or_less"", 1857, 2, ""Hodgson, Brian Houghton 1857""]], ""links"": [{""label"": ""Bote-Majhi"", ""url"": ""http://endangeredlanguages.com/lang/3937""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q9229570""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",27.7074,language,84.348,Eurasia,,Bote-Majhi,'Bote-Majhi [bote1238][bmj]-l-':1,11810
False,Spoken L1 Language,2,0,0,,37,5427,bph,botl1242,"{""meds"": [[""302441"", ""grammar_sketch"", 1962, 88, ""T'ogo E. Gudava 1962""]], ""links"": [{""label"": ""Botlikh"", ""url"": ""http://endangeredlanguages.com/lang/1728""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q56560""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Botlikh_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",42.665,language,46.22,Eurasia,,Botlikh,"('Nuclear Botlikh [nucl1323]':1,'Zibirkhalin [zibi1241]':1)'Botlikh [botl1242][bph]-l-':1",7836
False,Spoken L1 Language,2,0,0,,208,6467,sbl,boto1242,"{""meds"": [[""107789"", ""grammar_sketch"", 1979, 145, ""Antworth, Evan L. 1979""], [""139199"", ""grammar_sketch"", 1974, 142, ""Jonathan C. Malicisi 1974""], [""549511"", ""phonology_or_text"", 1968, 474, ""Houck, Charlotte and Quinsay, Nida 1968""], [""80319"", ""wordlist_or_less"", 1904, 6, ""W. A. Reed 1904""]], ""links"": [{""label"": null, ""url"": ""http://crubadan.org/languages/sbl""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Botolan_language""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q4095195""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",15.2315,language,120.164,Papunesia,,Botolan Sambal,"('Ayta Hambali [ayta1251]':1,'Sambali Botolan [samb1320]':1)'Botolan Sambal [boto1242][sbl]-l-':1",9136
False,Spoken L1 Language,2,0,0,,70,8197,nku,boun1243,"{""meds"": [[""112458"", ""long_grammar"", 2008, 669, ""Elders, Stefan 2008""], [""308287"", ""grammar_sketch"", 2007, 187, ""Ilaria Micheli 2007""], [""37849"", ""grammar_sketch"", 1974, 54, ""Prost, Andr\u00e9 1974""], [""8689"", ""wordlist_or_less"", 1904, 5, ""Delafosse, Maurice 1904""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q20668241""}, {""label"": null, ""url"": ""https://phoible.org/languages/boun1243""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",8.46011,language,-2.74627,Africa,,Bouna Kulango,"('Nabanj [naba1252]':1,'Sekwa {Bouna Kulango} [sekw1242]':1)'Bouna Kulango [boun1243][nku]-l-':1",10895
False,Spoken L1 Language,2,0,0,,146,4041,mux,boun1245,"{""meds"": [[""69116"", ""grammar_sketch"", 1991, 202, ""Francesca Merlan and Alan Rumsey 1991""], [""34654"", ""wordlist_or_less"", 1986, 112, ""Merlan, Francesca and Rumsey, Alan 1986""]], ""links"": [{""label"": null, ""url"": ""http://crubadan.org/languages/mux""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Tembagla_language""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q15831607""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-5.8626,language,144.086,Papunesia,,Bo-Ung,"('Mara-Gomu [mara1405]':1,'Miyemu [miye1238]':1)'Bo-Ung [boun1245][mux]-l-':1",6082
False,Spoken L1 Language,2,0,0,,197,2638,NOCODE_Nori,boun1246,"{""meds"": [[""575024"", ""wordlist_or_less"", 2017, 2, ""Steve A. Miller 2017""], [""140087"", ""wordlist_or_less"", 1926, 2, ""Wilkes, J. R. Adams 1926""]], ""links"": [], ""ethnologue_comment"": null, ""iso_retirement"": null}",-3.067293,language,141.932259,Papunesia,,Bouni-Bobe,"('Bobe [nori1242]':1,'Bouni [boun1247]':1)'Bouni-Bobe [boun1246]-l-':1",4336
False,Spoken L1 Language,3,0,0,,116,11286,pcc,bouy1240,"{""meds"": [[""557485"", ""grammar"", 2018, 268, ""Wil Snyder 2018""], [""318309"", ""grammar"", 2012, 254, ""Attasith Boonsawasd 2012""], [""146588"", ""grammar"", 1980, 105, ""Yu, Cuirong 1980""], [""40082"", ""grammar_sketch"", 1908, 371, ""Joseph Esquirol and Gustave Williatte 1908""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q35100""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Bouyei_language""}, {""label"": null, ""url"": ""https://phoible.org/languages/bouy1240""}, {""label"": ""Yay"", ""url"": ""https://wals.info/languoid/lect/wals_code_yay""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",24.8484,language,106.187,Eurasia,,Bouyei,"('Qiannan [qian1265]':1,'Qianxi [qian1260]':1,'Qianzhong [qian1266]':1)'Bouyei [bouy1240][pcc]-l-':1",14206
False,Spoken L1 Language,0,0,0,,70,20592,bzo,boza1238,"{""meds"": [[""148614"", ""wordlist_or_less"", 1956, 2, ""Hackett, Peter and van Bulck, Gaston [Vaast] 1956""], [""151958"", ""wordlist_or_less"", 1948, 1, ""de Boeck, L. B. 1948""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q4952785""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Bozaba_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",2.07295,language,18.6784,Africa,,Bozaba,'Bozaba [boza1238][bzo]-l-':1,22110
False,Spoken L1 Language,0,0,0,,426,3488,aof,brag1240,"{""meds"": [[""138610"", ""wordlist_or_less"", 1968, 1, ""Donald C. Laycock 1968""]], ""links"": [{""label"": ""Bragat"", ""url"": ""http://endangeredlanguages.com/lang/10555""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q3507977""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Bragat_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-3.48707,language,142.495,Papunesia,,Bragat,'Bragat [brag1240][aof]-l-':1,5293
False,Spoken L1 Language,3,0,0,,293,1035,brh,brah1256,"{""meds"": [[""105211"", ""grammar"", 1909, 245, ""Denys Bray 1986 [1909]""], [""468550"", ""grammar_sketch"", 1874, 248, ""Bellew, Henry W. 1874""], [""90946"", ""grammar_sketch"", 1870, 16, ""Felice Finzi 1870""], [""471408"", ""wordlist_or_less"", 1843, 155, ""Charles Masson 1843""]], ""links"": [{""label"": null, ""url"": ""http://crubadan.org/languages/brh-Latn""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Brahui_language""}, {""label"": null, ""url"": ""https://phoible.org/languages/brah1256""}, {""label"": ""Brahui"", ""url"": ""https://wals.info/languoid/lect/wals_code_brh""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q33202""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",29.04,language,66.56,Eurasia,,Brahui,"('Jharawan [jhar1241]':1,'Kalat [kala1375]':1,'Sarawan [sara1314]':1)'Brahui [brah1256][brh]-l-':1",2947
False,Spoken L1 Language,6,0,0,,180,8772,bra,braj1242,"{""meds"": [[""476807"", ""grammar"", 1988, 207, ""Liperovskij, Vladimir P. 1988""], [""142207"", ""grammar"", 1935, 135, ""Dhirendra Varma 1935""], [""25643"", ""grammar_sketch"", 1811, 56, ""Lal Kuvi, Lulloo 1811""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q35243""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Braj_Bhasha""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",26.4758,language,78.0813,Eurasia,,Braj,"('Antarbedi [anta1252]':1,'Bhuksa [bhuk1238]':1,'Braj Bhasha [braj1243]':1,'Dangi [dang1258]':1,'Jadobafi [jado1238]':1,'Sikarwari [sika1259]':1)'Braj [braj1242][bra]-l-':1",11671
False,Sign Language,0,0,0,,151,751,bzs,braz1236,"{""meds"": [[""569453"", ""grammar"", 2011, 0, ""Brito, Lucinda Ferreira 2011""], [""571251"", ""grammar_sketch"", 1997, 27, ""Felipe, Tanya A. 1997""], [""470385"", ""grammar_sketch"", 1983, 0, ""Hoemann, H. W. 1983""], [""471804"", ""phonology_or_text"", 1969, 0, ""Eug\u00eanio Oates 1969""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q3436689""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Brazilian_Sign_Language""}, {""label"": ""L\u00edngua de Sinais Brasileira"", ""url"": ""https://wals.info/languoid/lect/wals_code_lsb""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-15.5,language,-48.0,South America,,Brazilian Sign Language,'Brazilian Sign Language [braz1236][bzs]-l-':1,2463
False,Spoken L1 Language,0,0,0,,337,5030,kvl,brek1238,"{""meds"": [[""21920"", ""phonology_or_text"", 2004, 67, ""Myar Doo Myar Reh 2004""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q12952577""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Kayaw_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",19.0561,language,96.8365,Eurasia,,Brek Karen,'Brek Karen [brek1238][kvl]-l-':1,7309
False,Spoken L1 Language,0,0,0,,146,3976,buq,brem1238,"{""meds"": [[""110651"", ""wordlist_or_less"", 1980, 194, ""Z\u01f5raggen, J A 1980""], [""40621"", ""wordlist_or_less"", 1951, 2, ""Arthur Capell 1951-1952""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q4960502""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Brem_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-4.67372,language,145.562,Papunesia,,Brem,'Brem [brem1238][buq]-l-':1,5951
False,Spoken L1 Language,0,0,0,,9,5341,brq,brer1240,"{""meds"": [[""306728"", ""wordlist_or_less"", 1972, 10, ""John A. Z'graggen 1972""], [""37308"", ""wordlist_or_less"", 1969, 2, ""John A. Z'graggen 1969""]], ""links"": [{""label"": ""Breri"", ""url"": ""http://endangeredlanguages.com/lang/10658""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Iski_language""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q4961835""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-4.73271,language,144.707,Papunesia,,Breri,'Breri [brer1240][brq]-l-':1,7712
False,Spoken L1 Language,6,0,0,,180,11852,bre,bret1244,"{""meds"": [[""319693"", ""long_grammar"", 2012, 690, ""Gilles Goyat 2012""], [""127667"", ""long_grammar"", 2005, 610, ""Jouitteau, M\u00e9lanie 2005""], [""323129"", ""long_grammar"", 1997, 478, ""Favereau, Francis 1997""], [""85552"", ""long_grammar"", 1986, 419, ""Ian Press 1986""], [""11935"", ""long_grammar"", 1970, 410, ""Elmar Ternes 1970""], [""140364"", ""grammar"", 1868, 251, ""Jean Hingant 1868""], [""320042"", ""grammar_sketch"", 1807, 0, ""Le Gonidec, J.-F.-M.-M.-A. 1807""], [""318858"", ""grammar_sketch"", 1738, 0, ""de Rostrenen, Gr\u00e9goire 1738""]], ""links"": [{""label"": null, ""url"": ""http://crubadan.org/languages/br""}, {""label"": null, ""url"": ""http://crubadan.org/languages/br-x-falhuneg""}, {""label"": null, ""url"": ""http://crubadan.org/languages/br-x-unified""}, {""label"": ""Breton"", ""url"": ""http://endangeredlanguages.com/lang/1228""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Breton_language""}, {""label"": null, ""url"": ""https://phoible.org/languages/bret1244""}, {""label"": ""Breton"", ""url"": ""https://wals.info/languoid/lect/wals_code_bre""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q12107""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",48.2452,language,-3.78934,Eurasia,,Breton,"('Cornouaillais [corn1250]':1,'Leonais [leon1251]':1,'Middle Breton [midd1359]':1,'Old Breton [oldb1248]':1,'Tregorrois [treg1244]':1,'Vannetais [vann1244]':1)'Breton [bret1244][bre]-l-':1",14827
False,Spoken L1 Language,3,0,0,,98,5817,bzd,brib1243,"{""meds"": [[""117871"", ""grammar"", 1998, 179, ""Adolfo Constenla Uma\u00f1a and F. Elizondo Figueroa and F. Pereira Mora 1998""], [""308435"", ""grammar"", 1898, 150, ""Henry Pittier de F\u00e1brega 1898""], [""571568"", ""wordlist_or_less"", 1876, 120, ""Gabb, W. M. 1876""]], ""links"": [{""label"": null, ""url"": ""http://crubadan.org/languages/bzd""}, {""label"": ""Bribri"", ""url"": ""http://endangeredlanguages.com/lang/687""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Bribri_language""}, {""label"": null, ""url"": ""https://phoible.org/languages/brib1243""}, {""label"": ""Bribri"", ""url"": ""https://wals.info/languoid/lect/wals_code_bri""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q28400""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",9.39794,language,-83.0539,North America,,Bribri,"('Amubre-Katsi [amub1238]':1,'Coroma [coro1254]':1,'Salitre-Cabagra [sali1302]':1)'Bribri [brib1243][bzd]-l-':1",8414
False,Sign Language,0,0,0,,151,749,NOCODE_Bribri-Sign,brib1244,"{""meds"": [[""320248"", ""wordlist_or_less"", 1991, 2, ""Woodward, James 1991""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q4965830""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Bribri_Sign_Language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",9.4,language,-83.05,North America,,Bribri Sign Language,'Bribri Sign Language [brib1244]-l-':1,2415
False,Sign Language,0,0,0,,151,4117,bfi,brit1235,"{""meds"": [[""548796"", ""long_grammar"", 2008, 337, ""Melinda Napier and James Fitzgerald 2008""], [""101259"", ""grammar_sketch"", 1999, 320, ""Sutton-Spence, Rachel and Woll, Bencie 1999""], [""129594"", ""phonology_or_text"", 1992, 1118, ""Brien, David 1992""], [""469362"", ""wordlist_or_less"", 1984, 248, ""Deuchar, Margaret 1984""], [""319940"", ""wordlist_or_less"", 1978, 151, ""Deuchar, Margaret 1978""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q33000""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/British_Sign_Language""}, {""label"": ""British Sign Language"", ""url"": ""https://wals.info/languoid/lect/wals_code_bsl""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",51.6688,language,-0.4431,Eurasia,,British Sign Language,'British Sign Language [brit1235][bfi]-l-':1,6143
False,Artificial Language,0,0,0,,148,148,bzt,brit1244,"{""links"": [], ""ethnologue_comment"": null, ""iso_retirement"": null}",,language,,Papunesia,,Brithenig,'Brithenig [brit1244][bzt]-l-':1,735
False,Spoken L1 Language,0,0,0,,180,6234,bkk,brok1247,"{""meds"": [[""134423"", ""grammar"", 1998, 200, ""D. D. Sharma 1998""], [""46909"", ""grammar"", 1982, 100, ""N. Ramaswami 1982""], [""312707"", ""wordlist_or_less"", 1919, 9, ""George A. Grierson 1919""]], ""links"": [{""label"": ""Brokskat"", ""url"": ""http://endangeredlanguages.com/lang/3927""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q2925988""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Brokskat""}, {""label"": null, ""url"": ""https://phoible.org/languages/brok1247""}, {""label"": ""Brokskat"", ""url"": ""https://wals.info/languoid/lect/wals_code_bkt""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",34.5308,language,76.6026,Eurasia,,Brokskat,'Brokskat [brok1247][bkk]-l-':1,8803
False,Spoken L1 Language,0,0,0,,337,12951,sgt,brok1248,"{""meds"": [[""160633"", ""grammar_sketch"", 1993, 116, ""Dondrup, Rinchin 1993""], [""27663"", ""wordlist_or_less"", 1991, 3, ""van Driem, George 1991""]], ""links"": [{""label"": ""Brokpake"", ""url"": ""http://endangeredlanguages.com/lang/1610""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q56603""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Brokpa_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",27.3438,language,91.9972,Eurasia,,Brokpake,'Brokpake [brok1248][sgt]-l-':1,15839
False,Spoken L1 Language,0,0,0,,337,12951,bro,brok1249,"{""meds"": [[""471751"", ""wordlist_or_less"", 2014, 17, ""Nishida, Fuminobu 2014""], [""27663"", ""wordlist_or_less"", 1991, 3, ""van Driem, George 1991""]], ""links"": [{""label"": ""Brokkat"", ""url"": ""http://endangeredlanguages.com/lang/1609""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q56605""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Brokkat_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",27.6544,language,90.648,Eurasia,,Dur Brokkat,'Dur Brokkat [brok1249][bro]-l-':1,15843
False,Pidgin,0,0,0,,425,3405,NOCODE_Broken-Slavey,brok1250,"{""meds"": [[""570714"", ""wordlist_or_less"", 2003, 65, ""Lillie Dremeaux 2003""], [""12121"", ""wordlist_or_less"", 1996, 2, ""Bakker, Peter 1996""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q4973472""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Broken_Slavey""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",,language,,North America,,Broken Slavey,'Broken Slavey [brok1250]-l-':1,5270
False,Pidgin,0,0,0,,425,1844,NOCODE_Broken-Oghibbeway,brok1252,"{""meds"": [[""477316"", ""phonology_or_text"", 1995, 18, ""John Nichols 1995""]], ""links"": [], ""ethnologue_comment"": null, ""iso_retirement"": null}",,language,,North America,,Broken Oghibbeway,'Broken Oghibbeway [brok1252]-l-':1,3425
False,Pidgin,0,0,0,,425,1846,bpl,broo1238,"{""meds"": [[""93292"", ""grammar_sketch"", 1987, 10, ""Komei Hosokawa 1987""]], ""links"": [{""label"": ""Broome Pearling Lugger Pidgin"", ""url"": ""https://collection.aiatsis.gov.au/austlang/language/p3""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Broome_Pearling_Lugger_Pidgin""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q4975277""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-17.927,language,122.233,Australia,,Broome Pearling Lugger Pidgin,'Broome Pearling Lugger Pidgin [broo1238][bpl]-l-':1,3427
False,Spoken L1 Language,1,0,0,,208,15196,plw,broo1239,"{""meds"": [[""112121"", ""grammar_sketch"", 1996, 74, ""Dale Duh\u00e9 and Linda Duh\u00e9 1996""], [""141579"", ""wordlist_or_less"", 1980, 17, ""Thiessen, Henry Arnold 1980""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q12953796""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",8.83891,language,117.871,Papunesia,,Brooke's Point Palawano,('South Palawano [sout2917]':1)'Brooke''s Point Palawano [broo1239][plw]-l-':1,17730
False,Spoken L1 Language,0,0,0,,35,35,NOCODE_Bruny-Island,brun1235,"{""meds"": [[""20405"", ""wordlist_or_less"", 1976, 42, ""N. J. B. Plomley 1976""], [""73058"", ""wordlist_or_less"", 1974, 3, ""Rhys Jones 1974""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q4979601""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Bruny_Island_language""}], ""ethnologue_comment"": {""comment_type"": ""missing"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23""], ""comment"": ""The long extinct and poorly attested Tasmanian languages are missing altogether from E16/E17/E18/E19/E20/E21/E22/E23.  The exact number of languages in evidence is uncertain but a tradition of scholarship\n(**hh:hv:Bowern:Tasmanian**, **hh:hb:Jones:Tasmanian**, **hh:hv:CrowleyDixon:Tasmanian**, **hh:hvw:Schmidt:Tasmanischen**, **hh:hv:BowernLau:Tasmanian**)\nrecognizes some seven languages which may be divided up as Western Coastal Tasmanian, the Northeastern Tasmanian dialect chain, Oyster Bay-Big River-Little Swanport, Port Sorell, South-Eastern Tasmanian Hinterland, Bruny Island and Ben Lomond-Cape Portland,"", ""isohid"": ""NOCODE_Bruny-Island""}, ""iso_retirement"": null}",-43.373112,language,147.247925,Australia,,Bruny Island,'Bruny Island [brun1235]-l-':1,487
