bookkeeping,category,child_dialect_count,child_family_count,child_language_count,description,family_pk,father_pk,hid,id,jsondata,latitude,level,longitude,macroareas,markup_description,name,newick,pk
True,Bookkeeping,0,0,0,,335,335,bqf,baga1271,"{""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q3502293""}], ""ethnologue_comment"": {""comment_type"": ""spurious"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23""], ""comment"": ""E16/E17/E18/E19/E20/E21/E22/E23 has a separate entry for Baga Kaloum\n[bqf].  The now extinct Baga Kaloum is attested in\n**hh:hw:Koelle:Polyglotta** which shows they spoke the same language as the Baga Koga [bgo]\n(**hh:hv:Dalby:Mel-Polyglotta:1**,\n**hh:h:Voeltz:Guinee**:5-7) so the Baga Kaloum entry is spurious. See also: Baga Koga [bgo]."", ""isohid"": ""bqf""}, ""iso_retirement"": null}",9.951,language,-12.887,Africa,,Baga Kaloum,'Baga Kaloum [baga1271][bqf]-l-':1,1233
False,Spoken L1 Language,1,0,0,,70,2125,bsp,baga1272,"{""meds"": [[""142579"", ""grammar_sketch"", 1998, 141, ""Ganong, Tina W. 1998""], [""303151"", ""phonology_or_text"", 1984, 0, ""Idrissa Kalissa 1984""], [""112727"", ""phonology_or_text"", 1980, 77, ""Idrissa San\u00e9 1980""], [""308656"", ""phonology_or_text"", 1974, 0, ""Diassi, Thomas 1974""], [""22559"", ""wordlist_or_less"", 1961, 2, ""Wilson, W. A. A. 1961""], [""304065"", ""wordlist_or_less"", 1953, 11, ""de Lavergne de Tressan, M. 1953""], [""27551"", ""wordlist_or_less"", 1950, 14, ""Hou\u00efs, Maurice 1950""], [""108535"", ""wordlist_or_less"", 1842, 5, ""Almada, Andr\u00e9 \u00c1lvares de 1842""], [""28917"", ""wordlist_or_less"", 1841, 0, ""Almada, Andr\u00e9 \u00c1lvares de 1841""], [""145912"", ""wordlist_or_less"", 1594, 0, ""Almada, Andr\u00e9 \u00c1lvares de 1594""]], ""links"": [{""label"": ""Baga Sitemu"", ""url"": ""http://endangeredlanguages.com/lang/3981""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q36466""}, {""label"": null, ""url"": ""https://phoible.org/languages/baga1272""}, {""label"": ""Baga Sitemu"", ""url"": ""https://wals.info/languoid/lect/wals_code_bgs""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",10.4793,language,-14.4756,Africa,,Baga Sitemu,('Marara [mara1388]':1)'Baga Sitemu [baga1272][bsp]-l-':1,3800
False,Spoken L1 Language,0,0,0,,70,2125,bgo,baga1273,"{""meds"": [[""46243"", ""grammar_sketch"", 1973, 44, ""Relich, Randa Rae 1973""], [""69781"", ""phonology_or_text"", 1953, 8, ""Houis, Maurice 1953""], [""66179"", ""wordlist_or_less"", 1854, 1, ""Koelle, Sigismund W. 1854""]], ""links"": [{""label"": ""Baga Koga"", ""url"": ""http://endangeredlanguages.com/lang/3905""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q35695""}, {""label"": null, ""url"": ""https://phoible.org/languages/baga1273""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",10.1286,language,-13.947,Africa,,Baga Koga,'Baga Koga [baga1273][bgo]-l-':1,3799
True,Bookkeeping,0,0,0,,335,335,bsv,baga1274,"{""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q3450433""}], ""ethnologue_comment"": {""comment_type"": ""spurious"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23""], ""comment"": ""E16/E17/E18/E19/E20/E21/E22/E23 lists a separated Baga Soban\u00e9 [bsv] entry. But Baga Soban\u00e9 is subsumed in the Baga Sitemu [bsp] entry as the two are \""sensiblement identique\"" and \""l'intercompr\u00e9hesion est imm\u00e9diate\"" (**hh:h:Voeltz:Guinee**:6-7). See also: Baga Sitemu [bsp]."", ""isohid"": ""bsv""}, ""iso_retirement"": null}",9.98865,language,-13.9054,Africa,,Baga Sobané,'Baga Sobané [baga1274][bsv]-l-':1,1340
False,Spoken L1 Language,2,0,0,,70,2117,bcg,baga1275,"{""meds"": [[""324294"", ""wordlist_or_less"", 2001, 29, ""Fields, Edda 2001""], [""22559"", ""wordlist_or_less"", 1961, 2, ""Wilson, W. A. A. 1961""], [""304065"", ""wordlist_or_less"", 1953, 11, ""de Lavergne de Tressan, M. 1953""]], ""links"": [{""label"": ""Baga Binari"", ""url"": ""http://endangeredlanguages.com/lang/3891""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q31172660""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Baga_Pokur_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",10.5271,language,-14.6111,Africa,,Pukur,"('Baga Binari [baga1279]':1,'Baga Mboteni [baga1276][bgm]':1)'Pukur [baga1275][bcg]-l-':1",3781
False,Spoken L1 Language,6,0,0,,180,8773,bfy,bagh1251,"{""meds"": [[""575489"", ""wordlist_or_less"", 1967, 16, ""Ramesh Chandra Nigam 1967""], [""119160"", ""wordlist_or_less"", 1904, 5, ""George A. Grierson 1904""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q2356364""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Bagheli_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",24.6837,language,87.4994,Eurasia,,Bagheli,"('Banapari [bana1282]':1,'Gahore [gaho1238]':1,'Godwani [godw1242]':1,'Ojhi [ojhi1238]':1,'Sonpari [sonp1238]':1,'Tirhari [tirh1246]':1)'Bagheli [bagh1251][bfy]-l-':1",11673
False,Spoken L1 Language,0,0,0,,70,8137,fui,bagi1244,"{""meds"": [[""76114"", ""grammar_sketch"", 1908, 66, ""Gaden, Henri 1908""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q11003859""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",8.81656,language,18.3467,Africa,,Bagirmi Fulfulde,'Bagirmi Fulfulde [bagi1244][fui]-l-':1,10810
False,Spoken L1 Language,4,0,0,,212,9391,bmi,bagi1246,"{""meds"": [[""10705"", ""grammar"", 1969, 205, ""Stevenson, Roland C. 1969""], [""19397"", ""grammar"", 1906, 147, ""Gaden, Henri 1906""], [""135309"", ""grammar_sketch"", 1862, 108, ""Barth, Heinrich 1862""], [""127703"", ""wordlist_or_less"", 1816, 23, ""Seetzen, Ulrich J. 1816""], [""132490"", ""wordlist_or_less"", 1812, 0, ""Adelung, Johann Christoph 1812/17""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q34903""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Bagirmi_language""}, {""label"": null, ""url"": ""https://phoible.org/languages/bagi1246""}, {""label"": ""Bagirmi"", ""url"": ""https://wals.info/languoid/lect/wals_code_bag""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",11.52392,language,14.769495,Africa,,Bagirmi,"('Bangri [bang1360]':1,'Dam [damm1238]':1,'Gol [goll1238]':1,'Kibar [kiba1246]':1)'Bagirmi [bagi1246][bmi]-l-':1",12561
False,Spoken L1 Language,2,0,0,,70,20349,bqg,bago1245,"{""meds"": [[""118962"", ""grammar_sketch"", 1933, 9, ""Westermann, Diedrich 1933""]], ""links"": [{""label"": ""Bago-Kusuntu"", ""url"": ""http://endangeredlanguages.com/lang/5080""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q34878""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Bago-Kusuntu_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",8.52697,language,1.41214,Africa,,Bago-Kusuntu,"('Bago [bago1246]':1,'Kusuntu [kusu1251]':1)'Bago-Kusuntu [bago1245][bqg]-l-':1",21913
False,Spoken L1 Language,0,0,0,,180,14532,bgq,bagr1243,"{""meds"": [[""320708"", ""grammar"", 1999, 253, ""Lakhan Gusain 1999""], [""320702"", ""phonology_or_text"", 1994, 102, ""Pappu Gusain 1994""], [""308216"", ""phonology_or_text"", 1916, 11, ""George A. Grierson 1916""], [""50330"", ""phonology_or_text"", 1908, 4, ""George A. Grierson 1908""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q2426319""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Bagri_language""}, {""label"": ""Bagri"", ""url"": ""https://wals.info/languoid/lect/wals_code_bgi""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",31.4,language,75.06,Eurasia,,Bagri,'Bagri [bagr1243][bgq]-l-':1,17088
False,Unclassifiable,0,0,0,,409,409,NOCODE_Bagua,bagu1249,"{""meds"": [[""29841"", ""wordlist_or_less"", 1897, 1, ""An\u00f3nimo 1897""]], ""links"": [], ""ethnologue_comment"": null, ""iso_retirement"": null}",,language,,South America,,Bagua,'Bagua [bagu1249]-l-':1,1712
False,Spoken L1 Language,0,0,0,,203,2658,bqb,bagu1251,"{""meds"": [[""42031"", ""wordlist_or_less"", 1998, 3, ""Smits, Leo and Voorhoeve, C. L. 1998""], [""17111"", ""wordlist_or_less"", 1955, 1, ""Galis, Klaas Wilhelm 1955""], [""95108"", ""wordlist_or_less"", 1913, 1, ""Anonymous (Max Moszkowski) 1913""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q4842178""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Bagusa_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-1.98844,language,137.914,Papunesia,,Bagusa,'Bagusa [bagu1251][bqb]-l-':1,4351
False,Spoken L1 Language,0,0,0,,146,8483,bpi,bagu1252,"{""meds"": [[""39834"", ""wordlist_or_less"", 1980, 4, ""Z'graggen, Johannes A. 1980""], [""16299"", ""wordlist_or_less"", 1975, 1, ""Z'Graggen, Johannes A. 1975""]], ""links"": [{""label"": ""Bagupi"", ""url"": ""http://endangeredlanguages.com/lang/2118""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q3450697""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Bagupi_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-5.07778,language,145.632,Papunesia,,Bagupi,'Bagupi [bagu1252][bpi]-l-':1,11353
False,Spoken L1 Language,1,0,0,,37,5428,kva,bagv1239,"{""meds"": [[""470831"", ""long_grammar"", 2001, 929, ""Kibrik, A. E. 2001""], [""306508"", ""grammar_sketch"", 1967, 121, ""Togo E. Gudava 1967""]], ""links"": [{""label"": ""Bagvalal"", ""url"": ""http://endangeredlanguages.com/lang/1122""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q56638""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Bagvalal_language""}, {""label"": ""Bagvalal"", ""url"": ""https://wals.info/languoid/lect/wals_code_bgv""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",42.3966,language,46.1041,Eurasia,,Bagvalal,('Tlisi [tlis1238]':1)'Bagvalal [bagv1239][kva]-l-':1,7837
False,Spoken L1 Language,0,0,0,,116,3915,yha,baha1256,"{""meds"": [[""137029"", ""grammar"", 1999, 286, ""Li, Jinfang 1999""], [""135760"", ""phonology_or_text"", 1996, 10, ""Jinfang Li 1996""], [""306330"", ""wordlist_or_less"", 1990, 9, ""Min, Liang 1990""]], ""links"": [{""label"": ""Baha Buyang"", ""url"": ""http://endangeredlanguages.com/lang/1514""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q2879238""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Paha_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",23.0105,language,104.449,Eurasia,,Baha Buyang,'Baha Buyang [baha1256][yha]-l-':1,5875
False,Spoken L1 Language,0,0,0,,208,9164,bhv,baha1257,"{""meds"": [[""552252"", ""wordlist_or_less"", 2017, 5, ""Smith, Alexander 2017""], [""142030"", ""wordlist_or_less"", 1996, 1, ""Antonio Guerreiro 1996""], [""548399"", ""wordlist_or_less"", 1981, 16, ""Devung, Simon G. 1981""], [""148864"", ""wordlist_or_less"", 1935, 30, ""Raymond Kennedy 1935""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q3502039""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Bahau_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",0.30801,language,115.332,Papunesia,,Bahau,'Bahau [baha1257][bhv]-l-':1,12244
False,Spoken L1 Language,0,0,0,,113,614,bdw,baha1258,"{""meds"": [[""96186"", ""grammar_sketch"", 1983, 119, ""Don A.L. Flassy and Constrantinopel Ruhukael and Frans Rumbrawer 1983/1984""], [""126692"", ""wordlist_or_less"", 1975, 1, ""C. L. Voorhoeve 1975""], [""17111"", ""wordlist_or_less"", 1955, 1, ""Galis, Klaas Wilhelm 1955""], [""126844"", ""wordlist_or_less"", 1953, 1, ""Cowan, H. K. J. 1953""], [""305151"", ""wordlist_or_less"", 1872, 61, ""Enrico H. Giglioli 1872, 1873, 1873, 1873, 1874, 1874, 1876, 1876, 1876""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q3513309""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Baham_language""}, {""label"": ""Baham"", ""url"": ""https://wals.info/languoid/lect/wals_code_bdw""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-3.10628,language,132.637,Papunesia,,Baham,'Baham [baha1258][bdw]-l-':1,2228
False,Spoken L1 Language,0,0,0,,187,12053,abv,baha1259,"{""meds"": [[""549462"", ""long_grammar"", 2015, 520, ""Clive Holes 2015""], [""27324"", ""grammar_sketch"", 1982, 111, ""Al-Tajir, Mahdi Abdallah 1982""], [""300515"", ""grammar_sketch"", 1981, 40, ""Prochazka, Theodore 1981""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q56576""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Bahrani_Arabic""}, {""label"": ""Arabic (Bahrain)"", ""url"": ""https://wals.info/languoid/lect/wals_code_abh""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",26.223615,language,50.580811,Eurasia,,Baharna Arabic,'Baharna Arabic [baha1259][abv]-l-':1,15045
False,Spoken L1 Language,0,0,0,,180,25020,bah,baha1260,"{""meds"": [[""176160"", ""grammar_sketch"", 1978, 196, ""Shilling, Alison 1978""]], ""links"": [{""label"": ""Bahamian Creole"", ""url"": ""https://apics-online.info/contributions/12""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",25.032149,language,-77.390587,North America,,Bahamas Creole English,'Bahamas Creole English [baha1260][bah]-l-':1,25128
True,Bookkeeping,0,0,0,,335,335,bwv,baha1262,"{""meds"": [[""500500"", ""wordlist_or_less"", 2007, 0, ""ISO 639-3 Registration Authority 2007""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q14697978""}], ""ethnologue_comment"": null, ""iso_retirement"": {""code"": ""bwv"", ""name"": ""Bahau River Kenyah"", ""effective"": ""2008-01-14"", ""change_request"": ""2007-262"", ""remedy"": ""Any current use is likely either Mainstream Kenyah [xkl] or Uma' Lung [ulu] (new code element)"", ""change_to"": [], ""reason"": ""non-existent"", ""comment"": ""Kenyah, Bahau River is a vague name associated mainly to toponym or ethnonym of\nsome Kenyah groups. The name was proposed by Wurm and Hattori (1981) mainly\nbased on what Soriente (2005:19) calls \""superficial analysis focusing on\ngeographic and administrative boundaries\"". Using the means of comparative\nlinguistics methodology, Soriente (2005) is able to re-classify the variants of\nKenyah.\n\n[RA comment: This Kenyah language is being requested to be retired as\n\""non-existent\"" because it is not clear to which of the two Kenyah languages (one\nexisting, but expanded, and the other newly defined) the former geographically\nspecified language would belong. See requests 2007-245 and 2007-246.]""}}",,language,,,,Bahau River Kenyah,'Bahau River Kenyah [baha1262][bwv]-l-':1,1175
False,Spoken L1 Language,5,0,0,,337,10112,bhj,bahi1252,"{""meds"": [[""41543"", ""grammar_sketch"", 1857, 87, ""Brian H. Hodgson 1857, 1858""]], ""links"": [{""label"": ""Bahing"", ""url"": ""http://endangeredlanguages.com/lang/1586""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q56442""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Bahing_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",27.3323,language,86.3949,Eurasia,,Bahing,"('Banenge [bane1244]':1,'Dobo Lo [dobo1243]':1,'Namber Sacha [namb1290]':1,'Proca Lo [proc1238]':1,'Rokhung [rokh1238]':1)'Bahing [bahi1252][bhj]-l-':1",13129
False,Spoken L1 Language,0,0,0,,334,4923,bjh,bahi1254,"{""meds"": [[""570846"", ""grammar_sketch"", 2008, 28, ""Wayne T. Dye and Sally Dye 2008""], [""84134"", ""grammar_sketch"", 1972, 12, ""Longacre, Robert E. 1972""], [""82501"", ""wordlist_or_less"", 1968, 1, ""Wayne Dye and Patricia Townsend and W. Townsend 1968""], [""80616"", ""wordlist_or_less"", 1966, 44, ""Wayne Dye and Sally Dye 1966""]], ""links"": [{""label"": ""Bahinemo"", ""url"": ""http://endangeredlanguages.com/lang/10620""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q56361""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Bahinemo_language""}, {""label"": ""Bahinemo"", ""url"": ""https://wals.info/languoid/lect/wals_code_bhn""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-4.55527,language,142.832,Papunesia,,Bahinemo,'Bahinemo [bahi1254][bjh]-l-':1,7145
False,Spoken L1 Language,7,0,0,,69,5609,bdq,bahn1262,"{""meds"": [[""127562"", ""grammar_sketch"", 1965, 61, ""Banker, John E. 1965""], [""141097"", ""phonology_or_text"", 1959, 991, ""Guilleminet, Paul and Alberty, R. P. Jules 1959, 1963""], [""120342"", ""phonology_or_text"", 1889, 377, ""Dourisboure, Le P\u00e9re P.-X. 1889""], [""148642"", ""wordlist_or_less"", 1873, 66, ""Garnier, Francis 1873""]], ""links"": [{""label"": null, ""url"": ""http://crubadan.org/languages/bdq""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Bahnar_language""}, {""label"": ""Bahnar"", ""url"": ""https://wals.info/languoid/lect/wals_code_bpb""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q32924""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",14.0476,language,108.471,Eurasia,,Bahnar,"('Alakong [alak1252]':1,'Bahnar Bonom [bahn1263]':1,'Golar {Austroasiatic} [gola1254]':1,'Jolong [jolo1240]':1,'Kontum [kont1244]':1,'Krem [krem1240]':1,'Tolo [tolo1253]':1)'Bahnar [bahn1262][bdq]-l-':1",8010
False,Spoken L1 Language,0,0,0,,208,15073,bsu,baho1237,"{""meds"": [[""161612"", ""wordlist_or_less"", 1999, 4, ""David E. Mead 1999""]], ""links"": [{""label"": ""Bahonsuai"", ""url"": ""http://endangeredlanguages.com/lang/1354""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q2879298""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Bahonsuai_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-2.22572,language,121.707,Papunesia,,Bahonsuai,'Bahonsuai [baho1237][bsu]-l-':1,17566
False,Spoken L1 Language,0,0,0,,413,413,bbf,baib1251,"{""meds"": [[""122228"", ""wordlist_or_less"", 1975, 1, ""Laycock, Donald C. 1975""], [""108516"", ""wordlist_or_less"", 1973, 1, ""Laycock, Donald C. 1973""], [""24303"", ""wordlist_or_less"", 1964, 1, ""Richard Loving and Jack Bass 1964""]], ""links"": [{""label"": ""Baibai"", ""url"": ""http://endangeredlanguages.com/lang/3887""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q56902""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Baibai_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-3.42672,language,141.345,Papunesia,,Baibai,'Baibai [baib1251][bbf]-l-':1,1817
False,Spoken L1 Language,0,0,0,,70,16443,bdj,baii1251,"{""meds"": [[""80455"", ""grammar_sketch"", 1961, 36, ""Santandrea, Stefano 1961""], [""61595"", ""wordlist_or_less"", 1948, 1, ""Santandrea, Stefano 1948""], [""24348"", ""wordlist_or_less"", 1933, 3, ""Santandrea, Stefano 1933""]], ""links"": [{""label"": ""Bai"", ""url"": ""http://endangeredlanguages.com/lang/3896""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q34894""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Bai_language_(South_Sudan)""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",7.57221,language,26.48246,Africa,,Bai,'Bai [baii1251][bdj]-l-':1,18566
False,Spoken L1 Language,3,0,0,,208,23702,bkx,baik1238,"{""meds"": [[""305975"", ""grammar_sketch"", 2001, 116, ""Hull, Geoffrey 2001""], [""52812"", ""wordlist_or_less"", 1889, 9, ""Riedel, J. G. F. 1889""], [""26365"", ""wordlist_or_less"", 1869, 5, ""Wallace, Alfred R. 1869""]], ""links"": [{""label"": ""Baikeno"", ""url"": ""http://endangeredlanguages.com/lang/7229""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q11200640""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-9.32991,language,124.256,Papunesia,,Baikeno,"('Kais Metan [kais1241]':1,'Tai Boko [taib1241]':1,'Uis Tasae [uist1237]':1)'Baikeno [baik1238][bkx]-l-':1",24464
False,Spoken L1 Language,3,0,0,,337,12954,bqh,baim1244,"{""meds"": [[""318963"", ""grammar_sketch"", 2007, 385, ""Sun, Hongkai and Qi, Kajia (Katia Chirkova) and Liu, Guangkun 2007""], [""309201"", ""grammar_sketch"", 1983, 8, ""Sun, Hongkai 1983""]], ""links"": [{""label"": ""Baima"", ""url"": ""http://endangeredlanguages.com/lang/5614""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q674990""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Baima_language""}, {""label"": null, ""url"": ""https://phoible.org/languages/baim1244""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",33.1001,language,103.952,Eurasia,,Baima,"('Northern Baima [nort2706]':1,'Southern Baima [sout2713]':1,'Western Baima [west2412]':1)'Baima [baim1244][bqh]-l-':1",15852
False,Spoken L1 Language,0,0,0,,146,8482,bmx,baim1245,"{""meds"": [[""39834"", ""wordlist_or_less"", 1980, 4, ""Z'graggen, Johannes A. 1980""], [""16299"", ""wordlist_or_less"", 1975, 1, ""Z'Graggen, Johannes A. 1975""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q3450546""}, {""label"": null, ""url"": ""https://en.wikipedia.org/wiki/Baimak_language""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",-5.18943,language,145.606,Papunesia,,Baimak,'Baimak [baim1245][bmx]-l-':1,11346
False,Spoken L1 Language,0,0,0,,146,3964,NOCODE_Bai-Maclay,baim1246,"{""meds"": [[""574372"", ""wordlist_or_less"", 1953, 2, ""\u010cestm\u00edr Loukotka 1953""], [""312521"", ""wordlist_or_less"", 1951, 1, ""Miklucho-Maclay, Nikolaj N. 1951""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q35323758""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",,language,,Papunesia,,Bai-Maclay,'Bai-Maclay [baim1246]-l-':1,5918
False,Spoken L1 Language,0,0,0,,70,5667,bab,bain1259,"{""meds"": [[""555429"", ""long_grammar"", 2017, 347, ""Arame Goudiaby 2017""], [""142996"", ""grammar_sketch"", 2007, 12, ""Wilson, William Andr\u00e9 Auquier 2007""], [""127961"", ""phonology_or_text"", 1984, 0, ""Almada, Andr\u00e9 \u00c1lvares de 1984""], [""60725"", ""wordlist_or_less"", 1947, 18, ""Nogueira, Amadeu 1947""], [""83655"", ""wordlist_or_less"", 1847, 2, ""Latham, Robert Gordon 1847""], [""108535"", ""wordlist_or_less"", 1842, 5, ""Almada, Andr\u00e9 \u00c1lvares de 1842""], [""28917"", ""wordlist_or_less"", 1841, 0, ""Almada, Andr\u00e9 \u00c1lvares de 1841""], [""110957"", ""wordlist_or_less"", 1680, 0, ""Coelho, Francisco de Lemos 1680s""], [""145912"", ""wordlist_or_less"", 1594, 0, ""Almada, Andr\u00e9 \u00c1lvares de 1594""], [""20457"", ""wordlist_or_less"", 1506, 0, ""Pereira, Duarte Pacheco 1506""], [""77442"", ""wordlist_or_less"", 1505, 0, ""Pereira, Duarte Pacheco 1505/08""]], ""links"": [{""label"": null, ""url"": ""https://www.wikidata.org/entity/Q35508""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",12.3128,language,-16.0586,Africa,,Bainounk-Gujaher,'Bainounk-Gujaher [bain1259][bab]-l-':1,8105
True,Bookkeeping,0,0,0,,335,335,bcb,bain1260,"{""links"": [{""label"": ""Bainouk-Samik"", ""url"": ""http://endangeredlanguages.com/lang/3890""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q36390""}], ""ethnologue_comment"": {""comment_type"": ""spurious"", ""ethnologue_versions"": [""E16"", ""E17"", ""E18"", ""E19"", ""E20"", ""E21"", ""E22"", ""E23""], ""comment"": ""E16/E17/E18/E19/E20/E21/E22/E23 has an entry Bainouk-Samik [bcb] and another Bainouk-Gunyu\u00f1o [bab] but this split cannot be motivated by anything except the Senegal-Guinea Bissau national border (**hh:soc:Lupke:Bainounk**:159, **hh:styp:Cobbinah:Bainounk-Gubeeher**:31-34). Thus the entries should be merged, leaving one of them spurious. See also: Bainounk-Gujaher [bab]."", ""isohid"": ""bcb""}, ""iso_retirement"": null}",12.5053,language,-15.9969,Africa,,Bainouk-Samik,'Bainouk-Samik [bain1260][bcb]-l-':1,1436
False,Spoken L1 Language,2,0,0,,70,5667,bcz,bain1261,"{""meds"": [[""547544"", ""long_grammar"", 2014, 393, ""Lamine Bodian 2014""], [""317085"", ""long_grammar"", 2013, 361, ""Bao Diop, Sokhna 2013""], [""319333"", ""phonology_or_text"", 1996, 57, ""New Tribes Mission 1996""], [""113888"", ""phonology_or_text"", 1967, 12, ""Sauvageot, Serge 1967""], [""83655"", ""wordlist_or_less"", 1847, 2, ""Latham, Robert Gordon 1847""], [""108535"", ""wordlist_or_less"", 1842, 5, ""Almada, Andr\u00e9 \u00c1lvares de 1842""], [""28917"", ""wordlist_or_less"", 1841, 0, ""Almada, Andr\u00e9 \u00c1lvares de 1841""], [""110957"", ""wordlist_or_less"", 1680, 0, ""Coelho, Francisco de Lemos 1680s""], [""145912"", ""wordlist_or_less"", 1594, 0, ""Almada, Andr\u00e9 \u00c1lvares de 1594""], [""20457"", ""wordlist_or_less"", 1506, 0, ""Pereira, Duarte Pacheco 1506""], [""77442"", ""wordlist_or_less"", 1505, 0, ""Pereira, Duarte Pacheco 1505/08""]], ""links"": [{""label"": ""Bainouk-Gunyaamolo"", ""url"": ""http://endangeredlanguages.com/lang/1131""}, {""label"": null, ""url"": ""https://www.wikidata.org/entity/Q35506""}], ""ethnologue_comment"": null, ""iso_retirement"": null}",12.8672,language,-16.229,Africa,,Bainouk-Gunyaamolo-Gutobor,"('Gujaaxet [guja1254]':1,'Gunyamoolo [guny1242]':1)'Bainouk-Gunyaamolo-Gutobor [bain1261][bcz]-l-':1",8107
